appid,reviewId,cluster_id,cluster_size
1555650,118787861,7,21
1555650,122143911,3,7
1555650,123975048,5,10
1555650,124489215,7,21
1555650,130167934,3,7
1555650,131639025,5,10
1555650,131840574,2,9
1555650,134722621,1,3
1555650,135503709,7,21
1555650,136875714,5,10
1555650,140340084,2,9
1555650,140553058,4,3
1555650,141899700,3,7
1555650,142239660,5,10
1555650,142294623,7,21
1555650,143307534,5,10
1555650,147416203,7,21
1555650,148062484,6,1
1555650,154467918,7,21
1555650,155198577,5,10
1555650,157458198,3,7
1555650,168584048,3,7
1555650,172483692,2,9
1555650,176766975,7,21
1555650,180841989,7,21
1555650,184150384,0,1
1555650,187812706,7,21
1555650,189469451,5,10
1555650,191418185,4,3
1555650,202684169,4,3
1929360,113295536,4,9
1929360,113355934,1,19
1929360,113367189,8,18
1929360,113385813,8,18
1929360,113386235,3,13
1929360,113458079,5,16
1929360,113458089,5,16
1929360,113489318,1,19
1929360,113490551,1,19
1929360,113638508,5,16
1929360,114035375,4,9
1929360,114040321,8,18
1929360,114045621,1,19
1929360,114045683,8,18
1929360,114056717,5,16
1929360,114073541,1,19
1929360,114080341,3,13
1929360,114098840,8,18
1929360,114100401,8,18
1929360,114107205,1,19
1929360,114125374,3,13
1929360,114164820,1,19
1929360,114233900,3,13
1929360,114293435,5,16
1929360,114321929,4,9
1929360,114331120,3,13
1929360,114373548,5,16
1929360,114382052,4,9
1929360,114400444,2,3
1929360,114415546,8,18
1929360,114488004,0,2
1929360,114658173,5,16
1929360,114658954,3,13
1929360,114700562,5,16
1929360,114807680,3,13
1929360,114886658,7,1
1929360,115140113,8,18
1929360,115527028,8,18
1929360,115535302,1,19
1929360,115555042,1,19
1929360,115564871,5,16
1929360,115580075,4,9
1929360,115858157,5,16
1929360,116535045,6,3
1929360,116910276,4,9
1929360,117258191,5,16
1929360,117417995,4,9
1929360,117548116,8,18
1929360,117605509,8,18
1929360,117663750,4,9
1929360,117750420,8,18
1929360,117764368,5,16
1929360,117769856,1,19
1929360,119673357,3,13
1929360,122052098,4,9
1929360,123707594,3,13
1929360,123855126,1,19
1929360,124737761,1,19
1929360,125842577,1,19
1929360,127049510,8,18
1929360,127406868,8,18
1929360,127482025,8,18
1929360,129220186,1,19
1929360,131629586,6,3
1929360,132367887,6,3
1929360,134334939,1,19
1929360,135360146,3,13
1929360,135522054,1,19
1929360,136674382,8,18
1929360,140581316,1,19
1929360,143421254,5,16
1929360,143634041,1,19
1929360,143634115,2,3
1929360,144534664,3,13
1929360,149549330,1,19
1929360,150328776,5,16
1929360,155348642,5,16
1929360,161084794,3,13
1929360,162450356,2,3
1929360,164202564,5,16
1929360,168303900,0,2
1929360,177321114,3,13
1929360,192549005,8,18
1929360,197566111,8,18
3584190,191505890,6,18
3584190,191521493,6,18
3584190,191527634,0,41
3584190,191577507,9,12
3584190,191739654,6,18
3584190,191742938,1,4
3584190,191748204,5,18
3584190,191758222,10,4
3584190,191767661,6,18
3584190,191767949,4,4
3584190,191772313,5,18
3584190,191775546,9,12
3584190,191781397,5,18
3584190,191784322,0,41
3584190,191787123,0,41
3584190,191791843,0,41
3584190,191820901,10,4
3584190,191823684,9,12
3584190,191824338,0,41
3584190,191830884,6,18
3584190,191852026,0,41
3584190,191857078,9,12
3584190,191859333,1,4
3584190,191864941,6,18
3584190,191865420,6,18
3584190,191869748,5,18
3584190,191870683,9,12
3584190,191876115,0,41
3584190,191880261,8,3
3584190,191886572,5,18
3584190,191890363,5,18
3584190,191905970,5,18
3584190,191915241,5,18
3584190,191922427,0,41
3584190,191923612,0,41
3584190,191925049,0,41
3584190,191926034,5,18
3584190,191940162,4,4
3584190,191950364,6,18
3584190,191977956,0,41
3584190,191996103,0,41
3584190,192014469,0,41
3584190,192018730,0,41
3584190,192030675,7,6
3584190,192092211,0,41
3584190,192103750,6,18
3584190,192107055,5,18
3584190,192113293,0,41
3584190,192149775,9,12
3584190,192156693,5,18
3584190,192198198,5,18
3584190,192281451,0,41
3584190,192366025,0,41
3584190,192388517,5,18
3584190,192414666,0,41
3584190,192467985,1,4
3584190,192630337,0,41
3584190,192702157,10,4
3584190,192991372,6,18
3584190,193004815,0,41
3584190,193015241,0,41
3584190,193059065,0,41
3584190,193122958,9,12
3584190,193213647,6,18
3584190,193374964,4,4
3584190,193401760,0,41
3584190,193422353,7,6
3584190,193467494,1,4
3584190,194079273,0,41
3584190,194095524,9,12
3584190,194242549,6,18
3584190,194312340,0,41
3584190,194367954,5,18
3584190,194393841,6,18
3584190,194489037,9,12
3584190,194496645,0,41
3584190,194587304,0,41
3584190,194743067,9,12
3584190,194999796,0,41
3584190,195043462,0,41
3584190,195066268,5,18
3584190,195130936,0,41
3584190,195223136,8,3
3584190,195403623,0,41
3584190,195741082,6,18
3584190,195772832,6,18
3584190,196019426,0,41
3584190,196280701,9,12
3584190,196593249,0,41
